,year,country,stateProvince,Latitude,Longitude,acceptedNameUsage,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank
6120,1990.0,Spain,Madrid,40.1,-3.38,Harpactea serena,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,serena,Species
6121,1990.0,Spain,Madrid,40.4,-3.68,Harpactea serena,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,serena,Species
6122,1907.0,Spain,Spain,,,Harpactea serena,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,serena,Species
6123,1990.0,Spain,Madrid,40.23,-3.35,Harpactea serena,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,serena,Species
6124,1993.0,Portugal,Faro,37.26,-8.15,Harpactea stalitoides,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,stalitoides,Species
6125,1993.0,Portugal,Faro,37.05,-7.87,Harpactea stalitoides,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,stalitoides,Species
6126,2011.0,Portugal,Faro,37.1,-7.77,Harpactea stalitoides,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,stalitoides,Species
6127,2011.0,Portugal,Faro,37.17,-8.03,Harpactea stalitoides,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,stalitoides,Species
6128,2011.0,Portugal,Setubal,38.05,-8.81,Harpactea subiasi,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,subiasi,Species
6129,1991.0,Portugal,Beja,38.03,-8.28,Harpactea subiasi,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,subiasi,Species
6130,,Portugal,Setubal,38.46,-9.0,Harpactea subiasi,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,subiasi,Species
6131,,Portugal,Setubal,38.48,-8.99,Harpactea subiasi,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,subiasi,Species
6132,,Portugal,Setubal,38.46,-9.03,Harpactea subiasi,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,subiasi,Species
6133,2008.0,Portugal,Setubal,38.51,-8.98,Harpactea subiasi,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,subiasi,Species
6134,1986.0,Spain,Jaen,37.91,-3.0,Harpactocrates cazorlensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cazorlensis,Species
6135,1986.0,Spain,Jaen,37.93,-2.95,Harpactocrates cazorlensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cazorlensis,Species
6136,2006.0,Spain,Jaen,37.92,-2.99,Harpactocrates cazorlensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cazorlensis,Species
6137,2013.0,Spain,Jaen,37.92,-2.99,Harpactocrates cazorlensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cazorlensis,Species
6138,1986.0,Spain,Jaen,37.91,-3.0,Harpactocrates cazorlensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cazorlensis,Species
6139,1986.0,Spain,Albacete,38.98,-1.85,Harpactocrates cazorlensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cazorlensis,Species
6140,1986.0,Spain,Albacete,38.98,-1.85,Harpactocrates cazorlensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cazorlensis,Species
6141,1986.0,Spain,Jaen,38.12,-2.59,Harpactocrates cazorlensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cazorlensis,Species
6142,1986.0,Spain,Albacete,37.55,-2.2,Harpactocrates cazorlensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cazorlensis,Species
6143,1986.0,Spain,Albacete,38.98,-1.85,Harpactocrates cazorlensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cazorlensis,Species
6144,1986.0,Spain,Murcia,37.6,-0.98,Harpactocrates escuderoi,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,escuderoi,Species
6145,1986.0,Spain,Toledo,40.13,-4.68,Harpactocrates globifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,globifer,Species
6146,1986.0,Spain,Avila,40.41,-4.5,Harpactocrates globifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,globifer,Species
6147,1982.0,Spain,Avila,40.35,-5.16,Harpactocrates globifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,globifer,Species
6148,1986.0,Spain,Avila,40.36,-5.13,Harpactocrates globifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,globifer,Species
6149,2006.0,Spain,Ciudad Real,39.5,-4.51,Harpactocrates globifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,globifer,Species
6150,1986.0,Spain,Avila,40.25,-5.1,Harpactocrates globifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,globifer,Species
6151,2002.0,Spain,Salamanca,,,Harpactocrates globifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,globifer,Species
6152,1986.0,Spain,Caceres,39.81,-5.68,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6153,1986.0,Spain,Salamanca,40.36,-5.73,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6154,1986.0,Spain,Salamanca,40.56,-6.13,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6155,1982.0,Spain,Salamanca,40.38,-5.76,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6156,1986.0,Spain,Salamanca,40.28,-6.71,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6157,1986.0,Spain,Caceres,40.11,-5.76,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6158,1986.0,Spain,Caceres,40.26,-5.85,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6159,1982.0,Spain,Avila,40.35,-5.16,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6160,1986.0,Spain,Salamanca,40.58,-5.91,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6161,1982.0,Spain,Salamanca,40.48,-6.1,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6162,1986.0,Spain,Salamanca,40.31,-6.66,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6163,1986.0,Spain,Caceres,40.26,-5.85,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6164,1982.0,Spain,Salamanca,40.96,-5.65,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6165,1986.0,Spain,Salamanca,41.01,-6.9,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6166,1986.0,Spain,Caceres,40.21,-6.8,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6167,1986.0,Spain,Salamanca,40.5,-5.91,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6168,1986.0,Spain,Salamanca,40.95,-5.7,Harpactocrates gredensis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gredensis,Species
6169,1986.0,Spain,Madrid,40.9,-3.73,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6170,1914.0,Spain,Spain,,,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6171,1986.0,Spain,Madrid,40.73,-4.06,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6172,1986.0,Spain,Segovia,40.71,-4.25,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6173,1986.0,Spain,Madrid,40.73,-4.0,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6174,1986.0,Spain,Madrid,41.08,-3.45,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6175,1986.0,Spain,Segovia,41.05,-3.81,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6176,1986.0,Spain,Madrid,41.06,-3.53,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6177,1986.0,Spain,Madrid,40.73,-4.0,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6178,1986.0,Spain,Madrid,40.81,-3.78,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6179,1986.0,Spain,Madrid,40.68,-4.08,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6180,1986.0,Spain,Madrid,40.9,-3.86,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6181,1986.0,Spain,Segovia,41.05,-3.81,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6182,1986.0,Spain,Madrid,41.13,-3.58,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6183,1986.0,Spain,Segovia,40.95,-4.11,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6184,1986.0,Spain,Segovia,40.95,-4.11,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6185,1986.0,Spain,Segovia,40.95,-4.11,Harpactocrates gurdus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,gurdus,Species
6186,1986.0,Spain,Malaga,36.71,-4.41,Harpactocrates meridionalis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,meridionalis,Species
6187,1986.0,Spain,Malaga,36.73,-5.16,Harpactocrates meridionalis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,meridionalis,Species
6188,1986.0,Spain,Malaga,36.73,-4.91,Harpactocrates meridionalis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,meridionalis,Species
6189,1986.0,Spain,Soria,41.76,-2.46,Harpactocrates radulifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,radulifer,Species
6190,1986.0,Spain,Tarragona,40.8,0.51,Harpactocrates radulifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,radulifer,Species
6191,1986.0,Spain,Lerida,41.61,0.61,Harpactocrates radulifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,radulifer,Species
6192,1986.0,Spain,La Rioja,42.08,-2.6,Harpactocrates radulifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,radulifer,Species
6193,1986.0,Spain,Gerona,41.98,2.81,Harpactocrates radulifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,radulifer,Species
6194,1986.0,Spain,Soria,41.76,-2.46,Harpactocrates radulifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,radulifer,Species
6195,1947.0,Spain,Zaragoza,41.83,-1.78,Harpactocrates radulifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,radulifer,Species
6196,1986.0,Spain,Gerona,42.36,2.3,Harpactocrates radulifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,radulifer,Species
6197,1986.0,Spain,Tarragona,41.3,0.98,Harpactocrates radulifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,radulifer,Species
6198,1986.0,Spain,La Rioja,42.1,-2.83,Harpactocrates radulifer,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,radulifer,Species
6199,1926.0,Spain,Huesca,42.6,0.53,Harpactocrates ravastellus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,ravastellus,Species
6200,1926.0,Spain,Huesca,42.6,0.53,Harpactocrates ravastellus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,ravastellus,Species
6201,1983.0,Spain,Navarra,42.81,-1.63,Harpactocrates ravastellus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,ravastellus,Species
6202,1986.0,Spain,Barcelona,42.08,1.96,Harpactocrates ravastellus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,ravastellus,Species
6203,1986.0,Spain,Huesca,42.13,-0.41,Harpactocrates ravastellus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,ravastellus,Species
6204,1983.0,Spain,Navarra,42.81,-1.63,Harpactocrates ravastellus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,ravastellus,Species
6205,1986.0,Spain,Huesca,42.63,0.21,Harpactocrates ravastellus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,ravastellus,Species
6206,1983.0,Spain,Navarra,43.04,-1.47,Harpactocrates ravastellus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,ravastellus,Species
6207,1937.0,Spain,Andorra,42.5,1.51,Harpactocrates ravastellus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,ravastellus,Species
6208,1962.0,Spain,Avila,40.25,-5.1,Harpactocrates ravastellus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,ravastellus,Species
6209,1986.0,Spain,Lerida,42.65,1.08,Harpactocrates ravastellus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,ravastellus,Species
6210,1914.0,Spain,Spain,43.35,-1.78,Parachtes cantabrorum,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cantabrorum,Species
6211,1957.0,Spain,Granada,37.13,-3.53,Parachtes deminutus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,deminutus,Species
6212,1957.0,Spain,Granada,37.13,-3.53,Parachtes deminutus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,deminutus,Species
6213,1957.0,Spain,Granada,37.13,-3.53,Parachtes deminutus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,deminutus,Species
6214,1957.0,Spain,Granada,37.13,-3.53,Parachtes deminutus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,deminutus,Species
6215,2006.0,Spain,Ciudad Real,39.5,-4.51,Parachtes loboi,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,loboi,Species
6216,2006.0,Spain,Ciudad Real,39.45,-4.4,Parachtes loboi,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,loboi,Species
6217,1991.0,Spain,Teruel,40.4,-1.45,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6218,1991.0,Spain,Castellon,40.35,0.03,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6219,1991.0,Spain,Teruel,40.36,-0.7,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6220,1991.0,Spain,Teruel,40.48,-0.73,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6221,1991.0,Spain,Guadalajara,40.63,-3.16,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6222,1991.0,Spain,Valencia,39.91,-1.13,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6223,1981.0,Spain,Navarra,42.2,-1.63,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6224,1991.0,Spain,Teruel,40.36,-1.56,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6225,1991.0,Spain,Guadalajara,40.95,-3.08,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6226,1991.0,Spain,Navarra,42.65,-1.3,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6227,1991.0,Spain,Castellon,40.7,0.16,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6228,1991.0,Spain,Navarra,41.96,-1.63,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6229,1991.0,Spain,Navarra,42.48,-1.96,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6230,1983.0,Spain,Navarra,42.56,-2.18,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6231,2005.0,Spain,Madrid,40.81,-3.78,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6232,1991.0,Spain,Teruel,40.98,-1.08,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6233,1991.0,Spain,Teruel,40.55,-1.65,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6234,1991.0,Spain,Castellon,40.56,-0.01,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6235,1985.0,Spain,Huesca,42.51,-0.63,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6236,1983.0,Spain,Navarra,42.81,-1.63,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6237,1955.0,Spain,Teruel,40.46,-1.5,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6238,1991.0,Spain,Navarra,42.81,-1.63,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6239,1991.0,Spain,Valencia,39.86,-1.08,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6240,1991.0,Spain,Guadalajara,40.88,-2.05,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6241,1991.0,Spain,Teruel,40.43,-1.53,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6242,1991.0,Spain,Navarra,42.08,-1.6,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6243,1983.0,Spain,Navarra,42.81,-1.63,Parachtes teruelis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,teruelis,Species
6244,1990.0,Spain,Salamanca,40.38,-5.9,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6245,1990.0,Portugal,Guarda,40.41,-7.68,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6246,2004.0,Portugal,Santarem,39.56,-8.61,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6247,2006.0,Portugal,Guarda,40.4,-7.59,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6248,,Portugal,Vila Real,41.68,-7.98,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6249,1996.0,Portugal,Faro,37.23,-7.93,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6250,2004.0,Portugal,Leiria,39.57,-8.76,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6251,1990.0,Spain,Salamanca,40.38,-5.76,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6252,1990.0,Portugal,Aveiro,40.37,-8.36,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6253,1990.0,Spain,Salamanca,40.36,-5.73,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6254,1996.0,Portugal,Viseu,40.79,-8.11,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6255,1990.0,Spain,Malaga,36.45,-5.28,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6256,1996.0,Portugal,Aveiro,40.88,-8.34,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6257,1893.0,Portugal,Coimbra,40.2,-8.42,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6258,1996.0,Portugal,Vila Real,41.78,-7.89,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6259,1990.0,Spain,Pontevedra,42.63,-8.55,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6260,1996.0,Portugal,Aveiro,40.9,-8.4,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6261,1990.0,Spain,Cadiz,36.13,-5.7,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6262,1990.0,Spain,Ourense,42.33,-8.0,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6263,2014.0,Spain,Lugo,42.58,-7.19,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6264,1990.0,Spain,Lugo,43.13,-7.06,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6265,1990.0,Spain,Cadiz,36.76,-5.36,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6266,1996.0,Portugal,Guarda,40.53,-7.26,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6267,1933.0,Portugal,Lisboa,38.69,-9.44,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6268,1990.0,Spain,Caceres,40.26,-5.85,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6269,1990.0,Portugal,Braga,41.43,-8.41,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6270,1990.0,Portugal,Guarda,40.36,-7.64,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6271,2006.0,Portugal,Guarda,40.34,-7.55,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6272,1996.0,Portugal,Braga,41.44,-8.08,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6273,,Portugal,Braga,41.45,-8.09,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6274,,Portugal,Braga,41.76,-8.14,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6275,1990.0,Portugal,Braga,41.76,-8.14,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6276,2008.0,Portugal,Braga,41.79,-8.13,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6277,1990.0,Portugal,Braga,41.79,-8.13,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6278,2006.0,Portugal,Guarda,40.42,-7.44,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6279,2006.0,Portugal,Guarda,40.42,-7.57,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6280,,Portugal,Setubal,38.46,-9.0,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6281,,Portugal,Setubal,38.48,-8.99,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6282,2011.0,Portugal,Porto,41.32,-8.73,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6283,1990.0,Spain,Caceres,39.48,-6.36,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6284,1990.0,Portugal,Faro,37.31,-8.55,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6285,1990.0,Portugal,Aveiro,40.33,-8.41,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6286,1996.0,Portugal,Portugal,,,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6287,1990.0,Portugal,Viana do Castelo,41.91,-8.56,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6288,2009.0,Portugal,Coimbra,40.17,-8.55,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6289,2004.0,Portugal,Santarem,39.38,-8.54,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6290,1893.0,Portugal,Portugal,,,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6291,1914.0,Spain,Spain,,,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
6292,1990.0,Spain,Avila,40.25,-5.1,Rhode scutiventris,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,scutiventris,Species
